,location,total_sqft,bath,price,bhk,encoded_loc
4569,8th Phase JP Nagar,2100.0,4,92.0,4,7
4570,Channasandra,1065.0,2,40.47,2,56
4571,Bannerghatta Road,2215.0,3,84.29,3,34
4572,Hormavu,1093.0,2,32.78,2,100
4573,Anandapura,1250.0,2,45.0,2,15
4574,Marathahalli,1680.0,3,105.0,3,161
4575,Nagarbhavi,1146.0,2,50.0,2,169
4576,others,1250.0,2,58.0,2,230
4577,Ramagondanahalli,1451.0,3,60.44,3,187
4578,others,1424.0,2,55.0,3,230
4579,Gottigere,1435.0,2,62.0,3,82
4580,Devanahalli,658.0,1,26.91,1,65
4581,Bommanahalli,1300.0,3,45.0,3,47
4582,Whitefield,1242.0,2,65.0,2,224
4583,Marathahalli,1910.0,3,119.0,3,161
4584,Yelahanka,1610.0,4,85.0,3,226
4585,Hulimavu,1127.0,2,65.0,2,105
4586,Yelahanka,1075.0,2,42.0,3,226
4587,Mysore Road,1155.0,2,51.0,2,166
4588,others,1250.0,3,55.0,3,230
4589,others,2200.0,4,160.0,3,230
4590,Billekahalli,2400.0,3,150.0,3,44
4591,Chandapura,876.0,2,29.5,2,55
4592,Nagarbhavi,1850.0,2,89.0,3,169
4593,Kadugodi,1314.0,2,83.0,2,117
4594,Rachenahalli,690.0,1,39.8,1,183
4595,Electronic City Phase II,5300.0,2,167.5,4,75
4596,others,1230.0,2,55.0,2,230
4597,Bommasandra,920.0,2,37.2,2,48
4598,Sarjapur  Road,1850.0,3,140.0,3,194
4599,Electronic City,1073.0,2,60.0,2,74
4600,others,1540.0,3,76.0,3,230
4601,Kanakpura Road,1550.0,3,63.5,3,127
4602,Kalyan nagar,1198.0,2,65.0,2,122
4603,HBR Layout,1656.0,3,90.0,3,87
4604,others,1900.0,3,155.0,3,230
4605,Ramagondanahalli,1910.0,3,142.0,3,187
4606,Mysore Road,1003.0,2,43.0,2,166
4607,others,1590.0,2,48.0,2,230
4608,Whitefield,1495.0,2,67.0,3,224
4609,Thanisandra,2172.0,3,76.02,3,209
4610,others,1200.0,1,95.0,2,230
4611,Whitefield,1548.0,3,65.0,3,224
4612,Whitefield,4271.0,5,154.5,4,224
4613,Hosur Road,1689.0,3,103.0,3,104
4614,Electronic City Phase II,1031.0,2,53.0,2,75
4615,others,1060.0,2,37.0,2,230
4616,others,1100.0,2,61.0,2,230
4617,Hennur Road,1250.0,2,77.88,3,96
4618,Seegehalli,1420.0,2,46.0,3,198
4619,others,1942.0,3,155.0,3,230
4620,Haralur Road,1985.0,3,130.0,3,90
4621,Sarjapur  Road,950.0,1,39.9,1,194
4622,others,1200.0,4,80.0,3,230
4623,Green Glen Layout,1752.0,3,105.0,3,83
4624,Old Madras Road,1480.0,2,84.0,3,177
4625,Sarjapur  Road,1826.0,3,130.0,3,194
4626,8th Phase JP Nagar,1035.0,2,39.33,2,7
4627,Sarjapur  Road,2600.0,4,98.0,4,194
4628,Kasavanhalli,1667.0,3,92.0,3,130
4629,Thanisandra,934.0,2,55.0,2,209
4630,JP Nagar,1590.0,3,69.34,3,109
4631,Mahadevpura,1620.0,2,76.0,3,156
4632,Electronic City,1070.0,2,47.0,2,74
4633,Hosur Road,3600.0,5,180.0,5,104
4634,Uttarahalli,1280.0,2,60.0,3,216
4635,others,1400.0,2,60.0,2,230
4636,others,1330.0,2,64.0,2,230
4637,Electronic City Phase II,1611.0,2,48.33,3,75
4638,Whitefield,1405.0,3,58.0,3,224
4639,others,1515.0,3,90.0,3,230
4640,Thigalarapalya,1830.0,4,150.0,3,210
4641,Kaggadasapura,1710.0,3,60.0,3,118
4642,BTM Layout,935.0,2,51.5,2,23
4643,Jakkur,2197.0,3,136.0,3,110
4644,Yeshwanthpur,1678.0,3,92.13,3,229
4645,Brookefield,1410.0,2,80.0,3,51
4646,Jakkur,1125.0,2,65.0,2,110
4647,Magadi Road,1191.0,2,55.38,3,155
4648,Thubarahalli,1200.0,2,79.0,2,211
4649,CV Raman Nagar,1525.0,2,67.0,3,53
4650,Seegehalli,920.0,2,27.0,2,198
4651,Chikkabanavar,600.0,1,25.0,2,58
4652,Thanisandra,1185.0,2,44.0,2,209
4653,Electronics City Phase 1,1190.0,2,68.0,2,76
4654,Whitefield,4271.0,5,158.5,4,224
4655,Whitefield,1355.0,2,73.0,2,224
4656,KR Puram,1200.0,1,65.0,2,115
4657,Kundalahalli,7000.0,4,550.0,4,150
4658,Yelahanka New Town,500.0,2,24.0,1,227
4659,Bommasandra Industrial Area,1250.0,3,50.0,3,49
4660,Uttarahalli,1480.0,2,58.0,3,216
4661,KR Puram,2324.0,2,70.445,3,115
4662,others,1206.0,2,53.0,2,230
4663,Hosakerehalli,925.0,2,46.5,2,102
4664,8th Phase JP Nagar,909.0,2,40.9,2,7
4665,Brookefield,1100.0,2,55.0,2,51
4666,Raja Rajeshwari Nagar,1306.0,2,44.17,2,184
4667,others,1200.0,4,95.0,4,230
4668,Kalena Agrahara,610.0,1,39.0,1,121
4669,Yelahanka,1484.0,2,56.4,3,226
4670,Ramamurthy Nagar,1125.0,2,47.0,2,188
4671,Whitefield,2882.0,5,158.0,4,224
4672,Kundalahalli,2075.0,3,115.0,3,150
4673,others,1250.0,2,58.0,2,230
4674,Horamavu Banaswadi,1272.0,2,51.5,2,99
4675,others,625.0,2,24.0,2,230
4676,1st Phase JP Nagar,840.0,2,50.0,1,1
4677,Hennur Road,2502.0,4,180.0,4,96
4678,Rayasandra,583.0,1,26.9,1,189
4679,others,900.0,2,27.0,2,230
4680,Kanakapura,2200.0,3,121.0,3,126
4681,Whitefield,750.0,1,51.0,1,224
4682,Marathahalli,1600.0,3,58.0,3,161
4683,Chikkalasandra,1365.0,2,49.0,3,59
4684,others,1300.0,3,64.0,3,230
4685,others,1200.0,1,69.0,1,230
4686,Electronics City Phase 1,1190.0,2,33.92,2,76
4687,Vishwapriya Layout,1250.0,3,38.0,3,222
4688,Kaggadasapura,1500.0,3,75.0,3,118
4689,Banashankari Stage V,1510.0,3,47.57,3,29
4690,7th Phase JP Nagar,1187.0,2,59.0,2,6
4691,Kundalahalli,1120.0,2,53.76,2,150
4692,others,1717.0,3,99.0,3,230
4693,others,2099.0,3,95.0,3,230
4694,Kasturi Nagar,1100.0,2,58.0,2,131
4695,others,1200.0,1,48.0,1,230
4696,Bannerghatta Road,1465.0,2,45.87,3,34
4697,Kothanur,1500.0,1,75.0,1,146
4698,Haralur Road,1255.0,2,90.0,3,90
4699,5th Phase JP Nagar,1220.0,2,88.0,2,4
4700,Electronic City Phase II,1065.0,2,30.88,2,75
4701,Sultan Palaya,1765.0,3,80.0,3,206
4702,Bellandur,1281.0,2,87.0,2,40
4703,Kaggadasapura,1215.0,2,43.0,2,118
4704,Ananth Nagar,1200.0,3,87.0,4,16
4705,Mysore Road,1237.0,2,73.0,2,166
4706,Lakshminarayana Pura,1300.0,2,70.0,2,153
4707,Whitefield,1105.0,2,39.99,2,224
4708,Hebbal Kempapura,3900.0,5,310.0,4,93
4709,Banashankari,1186.0,2,65.0,2,26
4710,Kengeri,750.0,2,35.5,2,135
4711,others,1430.0,2,78.65,3,230
4712,Thanisandra,1056.0,2,68.0,2,209
4713,others,2108.0,3,85.0,3,230
4714,Banashankari,1650.0,3,101.0,3,26
4715,Electronic City Phase II,1220.0,3,36.6,3,75
4716,Rayasandra,1198.0,2,54.0,2,189
4717,others,1190.0,2,70.0,2,230
4718,others,900.0,2,41.0,2,230
4719,others,2690.0,4,185.0,4,230
4720,Kanakapura,1340.0,2,65.0,2,126
4721,Yelahanka,1260.0,2,59.2,2,226
4722,Talaghattapura,2254.0,3,153.0,3,208
4723,JP Nagar,820.0,2,45.0,2,109
4724,Electronic City,1296.0,2,65.0,2,74
4725,Uttarahalli,1190.0,2,53.55,2,216
4726,Whitefield,1173.0,2,77.0,2,224
4727,Sarjapura - Attibele Road,1800.0,3,90.0,3,195
4728,Yelahanka,1102.0,2,52.0,2,226
4729,Sarjapur,913.0,2,36.0,2,193
4730,Hormavu,1176.0,2,35.27,3,100
4731,Prithvi Layout,1620.0,3,65.0,3,181
4732,Billekahalli,2968.0,3,225.0,3,44
4733,Yelahanka,1519.0,2,65.0,2,226
4734,others,1594.0,3,99.0,3,230
4735,others,1250.0,2,68.0,2,230
4736,Haralur Road,1056.0,2,60.0,2,90
4737,Whitefield,1200.0,3,68.4,3,224
4738,others,1290.0,1,77.5,2,230
4739,others,1150.0,2,48.0,2,230
4740,Anekal,1200.0,2,36.0,4,17
4741,Gollarapalya Hosahalli,861.0,2,36.5,2,81
4742,Kundalahalli,1047.0,2,82.62,2,150
4743,others,1200.0,2,75.0,2,230
4744,others,1065.0,2,45.0,2,230
4745,Ramamurthy Nagar,1000.0,2,62.0,2,188
4746,Lingadheeranahalli,1682.0,3,113.0,3,154
4747,Harlur,1756.0,3,131.0,3,91
4748,Vittasandra,1238.0,2,67.32,2,223
4749,Dasanapura,814.0,2,42.0,2,63
4750,Dodda Nekkundi,1145.0,2,46.5,2,67
4751,Varthur,965.0,2,34.0,2,217
4752,others,750.0,2,36.0,2,230
4753,Banashankari,1300.0,2,55.0,3,26
4754,1st Phase JP Nagar,1590.0,3,131.0,3,1
4755,Begur Road,644.0,1,40.0,1,39
4756,Whitefield,982.0,2,37.0,2,224
4757,Indira Nagar,1260.0,2,100.0,2,108
4758,Rayasandra,1555.0,3,75.17,3,189
4759,Kaggadasapura,1225.0,2,48.0,2,118
4760,Electronics City Phase 1,1085.0,2,46.0,2,76
4761,Thanisandra,1595.0,3,110.0,3,209
4762,Raja Rajeshwari Nagar,1196.0,2,40.44,2,184
4763,Yelahanka,1859.0,3,108.0,3,226
4764,9th Phase JP Nagar,1079.0,2,60.0,2,8
4765,Whitefield,1118.0,2,42.0,2,224
4766,CV Raman Nagar,1198.0,2,60.0,2,53
4767,Thigalarapalya,1830.0,4,135.0,3,210
4768,Banashankari Stage VI,1160.0,2,59.0,2,30
4769,others,2070.0,3,135.0,3,230
4770,Kannamangala,957.0,2,52.5,2,128
4771,Bannerghatta Road,1268.0,2,69.0,2,34
4772,Bannerghatta Road,1450.0,2,87.0,3,34
4773,others,1600.0,2,75.0,3,230
4774,Uttarahalli,1330.0,2,57.0,3,216
4775,Jakkur,1355.0,2,65.0,3,110
4776,others,1100.0,2,38.49,2,230
4777,Chikkalasandra,1075.0,2,46.76,2,59
4778,others,800.0,2,55.0,2,230
4779,others,900.0,1,44.0,2,230
4780,Haralur Road,1140.0,2,42.0,2,90
4781,Padmanabhanagar,1710.0,2,90.63,3,178
4782,Talaghattapura,2106.0,3,148.0,3,208
4783,others,3800.0,2,130.0,3,230
4784,Marathahalli,1602.0,2,104.0,2,161
4785,Sarjapur  Road,1660.0,2,116.0,3,194
4786,Electronic City Phase II,1549.0,3,80.0,3,75
4787,Marathahalli,700.0,1,38.0,1,161
4788,Balagere,1012.0,2,64.0,2,25
4789,Whitefield,1216.0,2,69.0,2,224
4790,Electronic City Phase II,1065.0,2,56.13,2,75
4791,Thanisandra,1411.0,3,93.15,3,209
4792,Pai Layout,1400.0,2,57.5,2,179
4793,Haralur Road,1245.0,2,62.0,2,90
4794,Vidyaranyapura,1000.0,2,35.0,2,219
4795,Panathur,2362.5,3,71.89,3,180
4796,Subramanyapura,1800.0,3,90.0,3,205
4797,Kothannur,1275.0,3,44.0,3,145
4798,Kasavanhalli,1494.0,3,82.0,3,130
4799,Bhoganhalli,1949.0,3,129.0,3,43
4800,BTM Layout,1020.0,2,46.5,2,23
4801,Mysore Road,883.0,2,45.0,2,166
4802,others,2010.0,3,125.0,3,230
4803,Yeshwanthpur,1240.0,2,80.0,2,229
4804,6th Phase JP Nagar,1213.0,2,63.0,2,5
4805,Hegde Nagar,1835.0,3,88.0,3,94
4806,Bannerghatta Road,2932.0,5,195.0,4,34
4807,Whitefield,3425.0,5,250.0,4,224
4808,Gottigere,945.0,2,45.0,2,82
4809,others,1504.0,2,100.0,3,230
4810,Harlur,1755.0,3,130.0,3,91
4811,Vijayanagar,1760.0,3,140.0,3,220
4812,Hoodi,1240.0,2,43.94,2,97
4813,Electronics City Phase 1,1450.0,3,72.54,3,76
4814,5th Phase JP Nagar,1000.0,2,48.0,2,4
4815,Shivaji Nagar,3820.0,1,306.0,1,200
4816,Thyagaraja Nagar,2000.0,4,145.0,5,212
4817,Choodasandra,1215.0,2,59.0,2,60
4818,Yelachenahalli,1330.0,3,73.5,3,225
4819,Raja Rajeshwari Nagar,1178.0,2,75.0,2,184
4820,others,2040.0,2,59.0,2,230
4821,Bellandur,2000.0,3,85.0,3,40
4822,Dasarahalli,2400.0,2,152.0,3,64
4823,Sarjapur  Road,1700.0,3,108.0,3,194
4824,Jigani,1200.0,3,65.0,3,113
4825,others,1500.0,3,72.0,3,230
4826,Kanakpura Road,1737.0,3,85.0,3,127
4827,others,1280.0,2,48.0,3,230
4828,CV Raman Nagar,1560.0,2,85.0,2,53
4829,Kambipura,883.0,2,44.0,2,123
4830,Kengeri Satellite Town,750.0,2,33.0,2,136
4831,Brookefield,2400.0,3,140.0,4,51
4832,others,900.0,2,45.0,2,230
4833,Hormavu,1030.0,2,49.35,2,100
4834,Hennur Road,1831.0,3,110.0,3,96
4835,others,1095.0,2,38.33,2,230
4836,7th Phase JP Nagar,1000.0,2,61.0,2,6
4837,Budigere,1820.0,3,85.4,3,52
4838,Bisuvanahalli,1075.0,2,41.0,3,46
4839,TC Palaya,1500.0,3,83.0,3,207
4840,Electronics City Phase 1,360.0,1,16.9,1,76
4841,Kadugodi,1345.0,1,40.7,1,117
4842,Electronic City,1140.0,2,70.93,2,74
4843,others,1145.0,2,58.4,2,230
4844,others,1862.0,3,120.0,3,230
4845,Devarachikkanahalli,947.0,2,43.0,2,66
4846,Kalena Agrahara,1120.0,2,40.0,2,121
4847,others,2700.0,3,200.0,3,230
4848,Kaggadasapura,1805.0,2,75.0,3,118
4849,others,1677.0,3,98.0,3,230
4850,Uttarahalli,1560.0,3,74.0,3,216
4851,Arekere,2060.0,3,150.0,3,20
4852,Koramangala,1716.0,2,115.0,3,144
4853,Harlur,1864.0,3,140.0,3,91
4854,Electronics City Phase 1,638.0,1,32.0,1,76
4855,Chandapura,937.0,2,30.0,2,55
4856,others,1490.0,2,115.0,3,230
4857,Whitefield,1100.0,2,37.0,2,224
4858,Thigalarapalya,1000.0,2,48.53,2,210
4859,Horamavu Agara,1060.0,2,37.0,2,98
4860,Basaveshwara Nagar,1200.0,2,80.0,2,36
4861,Akshaya Nagar,1420.0,2,75.0,3,11
4862,Sarjapur  Road,1539.0,3,85.0,3,194
4863,others,1550.0,3,59.0,3,230
4864,Kasavanhalli,1555.0,3,82.0,3,130
4865,Seegehalli,1553.0,3,68.0,3,198
4866,others,1740.0,3,120.0,3,230
4867,OMBR Layout,1855.0,3,145.0,3,175
4868,others,1020.0,2,60.0,2,230
4869,Uttarahalli,1250.0,2,50.0,3,216
4870,Sanjay nagar,1450.0,3,75.0,3,191
4871,Thubarahalli,1200.0,2,80.0,2,211
4872,Haralur Road,1140.0,2,58.0,2,90
4873,others,550.0,1,16.0,1,230
4874,Bannerghatta Road,1450.0,3,44.0,3,34
4875,Kanakpura Road,700.0,2,35.07,2,127
4876,Whitefield,1200.0,3,56.0,3,224
4877,Yelahanka,1050.0,2,45.0,2,226
4878,Somasundara Palya,1600.0,3,69.0,3,202
4879,Bannerghatta Road,1625.0,2,75.0,3,34
4880,others,1492.0,2,65.0,2,230
4881,Whitefield,4271.0,5,157.5,4,224
4882,Sarjapur  Road,1489.0,2,82.0,3,194
4883,Kanakapura,1560.0,2,62.38,3,126
4884,others,1431.0,3,65.0,3,230
4885,Lingadheeranahalli,1682.0,3,114.0,3,154
4886,Panathur,1198.0,2,86.26,2,180
4887,Sarjapur  Road,1550.0,2,69.75,3,194
4888,Kodichikkanahalli,1026.0,2,45.0,2,138
4889,Hennur,1260.0,2,52.0,3,95
4890,others,690.0,2,42.0,2,230
4891,Sarakki Nagar,1200.0,4,85.0,4,192
4892,Attibele,2400.0,3,120.0,3,21
4893,Thubarahalli,1200.0,2,79.55,2,211
4894,Sarjapur  Road,1186.0,2,40.0,3,194
4895,Thanisandra,1039.0,2,39.5,2,209
4896,Gottigere,1500.0,4,100.0,5,82
4897,Malleshwaram,2520.0,3,150.0,3,160
4898,Brookefield,1225.0,2,66.5,2,51
4899,Bommanahalli,1350.0,2,72.0,2,47
4900,Whitefield,1550.0,2,49.6,3,224
4901,Hoodi,1490.0,3,79.0,3,97
4902,others,1520.0,3,111.0,3,230
4903,others,1391.0,2,64.5,3,230
4904,Rachenahalli,1200.0,2,50.0,2,183
4905,others,1200.0,4,86.0,4,230
4906,Yelahanka,1322.0,2,80.0,2,226
4907,Whitefield,2173.0,3,128.0,3,224
4908,Sarjapur  Road,1200.0,2,75.0,2,194
4909,Thubarahalli,1200.0,2,47.0,2,211
4910,Mysore Road,1170.0,2,65.0,2,166
4911,NRI Layout,1125.0,2,45.56,2,168
4912,others,1250.0,2,90.0,2,230
4913,Yelahanka,1075.0,2,36.0,3,226
4914,Whitefield,1435.0,3,45.0,3,224
4915,Electronics City Phase 1,1175.0,2,64.98,2,76
4916,others,900.0,2,33.0,2,230
4917,Electronics City Phase 1,585.0,1,21.0,1,76
4918,Jigani,3170.0,5,230.0,4,113
4919,Thanisandra,1220.0,2,42.0,2,209
4920,Bannerghatta Road,960.0,2,58.0,2,34
4921,NGR Layout,907.0,1,38.0,1,167
4922,Old Madras Road,1210.0,2,74.0,2,177
4923,others,1230.0,2,70.0,2,230
4924,5th Phase JP Nagar,1350.0,2,75.0,3,4
4925,Kenchenahalli,1150.0,2,58.0,2,134
4926,Sarjapur,1404.0,2,53.35,3,193
4927,OMBR Layout,1050.0,2,48.0,2,175
4928,Yelahanka,1285.0,2,56.0,2,226
4929,Hormavu,1018.0,2,50.8,2,100
4930,Hoskote,1200.0,3,57.0,3,103
4931,others,1600.0,3,95.0,3,230
4932,9th Phase JP Nagar,1480.0,2,80.0,2,8
4933,Kaval Byrasandra,480.0,1,25.0,1,133
4934,Akshaya Nagar,1435.0,3,53.0,3,11
4935,others,600.0,2,23.0,1,230
4936,CV Raman Nagar,1590.0,2,85.0,3,53
4937,Nagavara,936.0,2,40.2,2,171
4938,Banashankari,1181.0,2,75.0,2,26
4939,Kengeri,1741.0,3,80.0,3,135
4940,JP Nagar,1750.0,3,123.0,3,109
4941,Varthur Road,1050.0,2,42.7,2,218
4942,Tumkur Road,1027.0,2,60.0,2,214
4943,Sector 2 HSR Layout,1600.0,3,70.0,3,196
4944,Sahakara Nagar,1000.0,2,60.0,2,190
4945,Varthur,1120.0,2,44.24,2,217
4946,others,1200.0,2,85.0,2,230
4947,others,1200.0,2,35.0,2,230
4948,Kasturi Nagar,1570.0,3,110.0,3,131
4949,Electronic City Phase II,1140.0,2,33.84,2,75
4950,Banashankari,1105.0,2,90.0,2,26
4951,Electronic City,1200.0,2,34.65,2,74
4952,Whitefield,905.0,1,62.0,1,224
4953,Kudlu Gate,1185.0,2,50.0,2,148
4954,Rayasandra,1458.0,3,60.0,3,189
4955,Hormavu,1555.0,3,75.0,3,100
4956,others,1200.0,2,45.0,2,230
4957,Sarjapur  Road,1308.0,2,58.86,2,194
4958,Kudlu,1024.0,2,44.0,2,147
4959,Kanakapura,1450.0,3,75.0,3,126
4960,Seegehalli,1639.0,3,120.0,3,198
4961,Hennur Road,1232.0,2,87.0,2,96
4962,others,2000.0,4,130.0,3,230
4963,Jakkur,1230.0,2,79.0,2,110
4964,KR Puram,1076.0,2,67.0,2,115
4965,others,995.0,2,34.82,3,230
4966,Electronic City,1096.0,2,40.55,2,74
4967,Horamavu Agara,1107.83,2,41.51,2,98
4968,8th Phase JP Nagar,2135.5,3,72.02,3,7
4969,Whitefield,1320.0,2,99.26,2,224
4970,Whitefield,2901.0,4,190.0,3,224
4971,GM Palaya,1315.0,2,65.0,3,78
4972,others,1000.0,2,44.0,2,230
4973,Hosakerehalli,1596.0,3,79.8,3,102
4974,Bannerghatta Road,1750.0,3,130.0,3,34
4975,Old Madras Road,1350.0,3,47.25,3,177
4976,Old Madras Road,6087.5,2,341.0,4,177
4977,others,1175.0,2,79.0,2,230
4978,Talaghattapura,921.0,2,29.47,2,208
4979,Sultan Palaya,1713.0,3,125.0,3,206
4980,others,1200.0,2,43.0,2,230
4981,8th Phase JP Nagar,1900.0,4,90.0,3,7
4982,Kudlu Gate,1664.0,3,68.0,3,148
4983,Binny Pete,1795.0,3,139.0,3,45
4984,Kereguddadahalli,600.0,1,19.5,1,137
4985,Hoodi,1240.0,2,65.0,2,97
4986,Hegde Nagar,1965.0,4,132.0,3,94
4987,Electronics City Phase 1,1200.0,2,59.76,2,76
4988,others,1112.0,2,68.0,2,230
4989,Mahadevpura,1136.0,2,64.5,2,156
4990,Jigani,914.0,2,55.0,2,113
4991,Rachenahalli,1050.0,2,47.25,2,183
4992,Marathahalli,1385.0,2,68.5,3,161
4993,others,990.0,2,35.0,2,230
4994,Yelahanka,845.0,2,43.0,2,226
4995,Whitefield,1485.0,2,96.51,2,224
4996,Kanakapura,1460.0,2,43.79,3,126
4997,Thanisandra,1450.0,2,57.0,2,209
4998,HSR Layout,1360.0,2,53.0,3,89
4999,Singasandra,1375.0,2,58.0,2,201
5000,Uttarahalli,1125.0,2,48.0,2,216
5001,7th Phase JP Nagar,1460.0,2,100.0,3,6
5002,others,1107.0,2,40.0,2,230
5003,others,1158.0,2,75.0,2,230
5004,Yelachenahalli,800.0,1,30.0,2,225
5005,Bhoganhalli,1760.0,3,128.0,3,43
5006,others,3200.0,4,200.0,4,230
5007,TC Palaya,1350.0,3,60.0,3,207
5008,others,1125.0,2,32.49,2,230
5009,BTM Layout,1600.0,3,112.0,3,23
5010,others,1200.0,2,90.0,2,230
5011,Whitefield,1755.0,3,101.0,3,224
5012,Hulimavu,1200.0,2,50.0,2,105
5013,others,1200.0,2,67.0,2,230
5014,others,1266.67,2,69.0,2,230
5015,others,1300.0,3,64.0,3,230
5016,Mysore Road,1500.5,2,50.855,2,166
5017,Raja Rajeshwari Nagar,1128.0,2,40.0,2,184
5018,others,2000.0,2,160.0,2,230
5019,Panathur,1210.0,2,80.0,2,180
5020,Raja Rajeshwari Nagar,1151.0,2,39.0,2,184
5021,Sarjapur  Road,920.0,2,40.0,2,194
5022,Munnekollal,1750.0,3,86.5,3,164
5023,Dasanapura,1163.0,2,65.0,2,63
5024,others,1800.0,3,95.0,3,230
5025,CV Raman Nagar,1100.0,2,58.0,2,53
5026,R.T. Nagar,1200.0,2,60.0,2,182
5027,others,1410.0,3,65.0,3,230
5028,Begur Road,1933.0,3,98.0,3,39
5029,Begur Road,1200.0,2,45.6,2,39
5030,Whitefield,1608.0,2,63.0,3,224
5031,Horamavu Banaswadi,1156.0,2,46.9,2,99
5032,others,1230.0,2,75.0,2,230
5033,Kasavanhalli,770.0,1,43.82,1,130
5034,Ardendale,1777.26,3,105.0,3,19
5035,Kanakpura Road,1339.0,2,85.0,2,127
5036,Sarjapur  Road,3044.0,3,183.0,3,194
5037,others,1080.0,2,44.8,2,230
5038,others,2400.0,2,135.0,2,230
5039,Hulimavu,1450.0,3,72.0,3,105
5040,Kothanur,1075.0,2,53.0,2,146
5041,Sarjapur  Road,1163.0,2,62.0,3,194
5042,Hebbal,1299.0,2,100.0,2,92
5043,HRBR Layout,1170.0,2,75.0,2,88
5044,JP Nagar,3070.0,2,152.0,3,109
5045,Yelahanka,2600.0,4,175.0,4,226
5046,KR Puram,1140.0,2,43.32,2,115
5047,Kanakpura Road,1900.0,3,125.0,3,127
5048,Electronic City,1110.0,2,39.95,2,74
5049,HBR Layout,1089.0,2,60.0,2,87
5050,others,880.0,2,48.0,2,230
5051,Kereguddadahalli,1080.0,2,32.0,2,137
5052,Thanisandra,1093.0,2,68.1,2,209
5053,Banashankari Stage III,1480.0,3,75.48,3,28
5054,Hegde Nagar,1703.0,3,125.0,3,94
5055,Hebbal,1200.0,2,60.0,2,92
5056,Marathahalli,1690.0,3,116.0,3,161
5057,Yelahanka,1305.0,2,78.0,2,226
5058,Talaghattapura,1257.0,2,40.22,3,208
5059,others,1150.0,2,45.0,2,230
5060,others,1194.0,2,55.0,2,230
5061,others,2000.0,3,90.0,3,230
5062,Anekal,1500.0,4,99.0,3,17
5063,others,1025.0,2,42.5,2,230
5064,Horamavu Agara,980.0,2,38.19,2,98
5065,Whitefield,2225.0,3,149.0,3,224
5066,others,1022.0,2,57.0,2,230
5067,others,1153.0,2,45.0,2,230
5068,Pai Layout,1175.0,2,60.0,2,179
5069,Vidyaranyapura,1560.0,3,68.0,3,219
5070,Billekahalli,1350.0,3,55.0,2,44
5071,others,1200.0,2,76.0,2,230
5072,others,1200.0,1,54.0,2,230
5073,Chandapura,800.0,2,25.0,2,55
5074,Electronic City,2093.0,4,104.0,4,74
5075,Bannerghatta Road,1275.0,2,73.0,2,34
5076,Begur Road,1215.0,2,43.13,2,39
5077,Begur Road,1444.0,2,71.5,3,39
5078,others,950.0,2,38.0,2,230
5079,Banashankari Stage II,1240.0,2,59.52,3,27
5080,Hennur,1231.0,2,50.0,2,95
5081,Yeshwanthpur,1713.0,3,110.0,3,229
5082,Sarjapur  Road,3004.0,4,158.0,3,194
5083,Sonnenahalli,1310.0,2,46.0,3,204
5084,Jalahalli,790.0,2,49.5,2,111
5085,others,1605.0,3,100.0,3,230
5086,Whitefield,1250.0,2,82.0,2,224
5087,Subramanyapura,1260.0,2,76.0,3,205
5088,Yelahanka,1180.0,2,56.0,2,226
5089,Uttarahalli,1255.0,2,50.19,3,216
5090,Electronic City,1025.0,2,53.9,2,74
5091,Sarjapur  Road,1877.0,4,150.0,3,194
5092,Hennur,2500.0,5,125.0,5,95
5093,others,1542.0,3,98.0,3,230
5094,others,1012.0,2,42.0,2,230
5095,Chandapura,1200.0,2,65.0,2,55
5096,Sarjapur  Road,1115.0,2,43.0,2,194
5097,Green Glen Layout,1680.0,4,95.0,3,83
5098,Old Madras Road,1171.0,2,72.0,2,177
5099,Tumkur Road,1027.0,2,68.62,2,214
5100,Shampura,1700.0,3,75.0,3,199
5101,Kanakapura,1090.0,2,38.15,2,126
5102,Hennur Road,1232.0,2,74.0,2,96
5103,Anekal,766.0,2,28.0,2,17
5104,Kanakpura Road,525.0,1,27.0,1,127
5105,Hosa Road,1590.0,3,109.0,3,101
5106,Choodasandra,1254.0,2,65.0,3,60
5107,others,3600.0,5,110.0,5,230
5108,Kanakpura Road,1593.0,3,118.0,3,127
5109,others,1333.0,2,77.27,2,230
5110,Raja Rajeshwari Nagar,1375.0,2,54.99,3,184
5111,Ardendale,1650.0,3,82.0,3,19
5112,Thanisandra,1430.0,2,51.48,3,209
5113,Electronic City,940.0,2,54.0,2,74
5114,Electronic City,435.0,1,21.0,1,74
5115,Begur Road,1160.0,2,36.54,2,39
5116,Electronic City,1500.0,2,77.5,3,74
5117,Koramangala,1890.0,2,100.0,3,144
5118,others,1050.0,2,70.0,2,230
5119,Haralur Road,1027.0,2,43.0,2,90
5120,Seegehalli,3000.0,4,235.0,3,198
5121,Tumkur Road,1459.0,2,95.0,3,214
5122,Yelahanka,1711.0,3,85.61,3,226
5123,Hoodi,1250.0,2,98.0,2,97
5124,Anandapura,875.0,2,57.0,2,15
5125,Ramamurthy Nagar,1334.0,2,67.0,2,188
5126,others,1140.0,2,32.92,2,230
5127,Thigalarapalya,2072.0,4,160.0,3,210
5128,Kengeri Satellite Town,920.0,2,39.0,2,136
5129,Nagasandra,1310.0,3,95.0,4,170
5130,Electronic City,1631.0,3,80.0,3,74
5131,Kanakpura Road,525.0,1,27.5,1,127
5132,Jalahalli,1395.0,3,82.0,3,111
5133,others,2000.0,3,105.0,3,230
